Low temp setpoint,High temp setpoint
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
11.11646693,15
11.78589783,15
10.95306457,15
10.70266982,15
10.69589307,15
11.11351663,15
11.3465874,15
11.98016656,15
10.59500519,15
11.53772137,15
11.67199232,15
10.52099169,15
10.71106281,15
11.56782121,15
10.89140774,15
11.52127323,15
11.91067332,15
11.5554861,15
10.61817691,15
10.54934548,15
11.94994269,15
10.01130578,15
11.97098908,15
10.76717187,15
10.90409922,15
10.20504108,15
11.07247304,15
10.17831878,15
10.16932588,15
11.91894635,15
10.14412694,15
11.52061763,15
10.77349761,15
10.75753313,15
11.11294737,15
11.9660772,15
11.01794507,15
11.81822161,15
11.42324916,15
10.81568873,15
10.20331249,15
11.40282397,15
10.78903599,15
10.56903314,15
10.18241033,15
10.58697858,15
10.70011479,15
11.46124938,15
11.17500589,15
10.77630936,15
10.01026037,15
10.51541088,15
10.05177357,15
10.19858299,15
10.30728272,15
10.97981894,15
11.59996788,15
10.44305104,15
10.54515966,15
11.11938813,15
11.50793164,15
10.58989678,15
11.81209208,15
11.89793767,15
11.50066025,15
10.17241352,15
11.75135438,15
11.7755255,15
10.60145266,15
11.77359042,15
11.90754152,15
11.34734353,15
11.30468009,15
11.55777111,15
10.87544722,15
11.9147394,15
11.93747555,15
11.40301779,15
10.28615806,15
11.19877577,15
11.2300728,15
11.6285176,15
10.30571697,15
11.55723399,15
10.64170959,15
11.79489842,15
11.78207559,15
10.74920152,15
11.71590923,15
11.62297198,15
11.98051347,15
10.02623533,15
10.4397749,15
11.14630109,15
11.48557464,15
11.0528415,15
11.54267984,15
11.05779119,15
11.38918882,15
11.41926437,15
11.48289494,15
10.24215466,15
10.71783327,15
10.69923936,15
11.28077936,15
10.55045197,15
10.84741573,15
10.25501891,15
10.93660302,15
11.71426757,15
11.07604704,15
10.45736033,15
11.83247643,15
11.37093829,15
11.25594588,15
10.77242181,15
11.43285874,15
11.92633024,15
11.99384894,15
11.60946229,15
10.43554215,15
10.05042289,15
11.87711317,15
10.94886582,15
10.01423917,15
11.33381566,15
11.34590208,15
10.90142485,15
10.89822207,15
11.27718852,15
11.89884276,15
11.7841952,15
10.01224235,15
10.38765347,15
11.402608,15
10.43211825,15
10.15517936,15
10.41370039,15
10.31009024,15
11.70299476,15
11.03860382,15
11.99801804,15
11.51352471,15
11.36587573,15
10.92722927,15
10.88107709,15
10.05006691,15
10.24968131,15
11.92488473,15
11.35243995,15
10.85261139,15
11.70216639,15
10.17124565,15
10.48705839,15
10.88864887,15
10.99489437,15
11.51109667,15
11.68177752,15
11.69007497,15
11.87506482,15
11.21754128,15
11.80343666,15
11.00299755,15
11.75574204,15
11.27457587,15
10.50873509,15
11.08013052,15
10.69919168,15
10.34386084,15
10.78965636,15
10.42204498,15
10.92810826,15
10.9472045,15
11.56767622,15
10.51523276,15
11.41148489,15
10.69321254,15
11.96637685,15
10.41333041,15
11.7211816,15
11.3555721,15
11.53913624,15
10.68450015,15
11.12141658,15
11.34309344,15
11.37142772,15
11.06454703,15
11.54736886,15
11.79006711,15
11.9906207,15
11.82985824,15
10.16254248,15
11.76580292,15
10.26745059,15
11.39387107,15
11.72307979,15
11.15645884,15
10.3089443,15
10.16537735,15
11.82716926,15
11.34203857,15
11.42537574,15
10.97845423,15
10.29031775,15
10.92834921,15
11.78510925,15
10.13856404,15
11.73937926,15
11.41704937,15
10.71624653,15
10.06708325,15
11.38576666,15
11.61178374,15
11.38703769,15
11.48374555,15
11.70928178,15
11.23789592,15
11.89686273,15
11.36465165,15
11.27741,15
11.22276101,15
10.47686405,15
10.15350519,15
11.31983302,15
10.54116752,15
10.98342458,15
10.50503877,15
11.96794691,15
10.99537382,15
11.218753,15
10.80957184,15
